file,line,function,button_text,callback_data,classification,matched_keywords
handlers/admin_advanced_analytics.py,218,count_status,"f""❌ Cancelled:    <b>{cancelled:,}</b>\n""",,CONVERT_TO_BACK,
handlers/support_handlers.py,59,_build_category_keyboard,"rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""sc_cancel"")])",sc_cancel,KEEP_CANCEL,payment;ticket
handlers/support_handlers.py,262,new_ticket_start,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",sc_cancel,KEEP_CANCEL,ticket
handlers/support_handlers.py,289,new_ticket_subject,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",sc_cancel,KEEP_CANCEL,ticket
handlers/support_handlers.py,304,new_ticket_category,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",sc_cancel,KEEP_CANCEL,ticket
handlers/support_handlers.py,392,new_ticket_cancel,"""❌ Cancelled."",",,KEEP_CANCEL,ticket
handlers/support_handlers.py,411,reply_ticket_start,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",sc_cancel,KEEP_CANCEL,ticket
handlers/support_handlers.py,625,admin_ticket_reply_start,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",,KEEP_CANCEL,ticket
handlers/support_handlers.py,720,admin_ticket_delete_callback,"[InlineKeyboardButton(""❌ Cancel"", callback_data=f""adm_tk_view_{ticket_id}"")],",,KEEP_CANCEL,ticket
handlers/gift_purchase_handlers.py,89,gift_start,"kb = _safe_kb([[InlineKeyboardButton(""❌ Cancel"", callback_data=""gp:cancel"")]])",gp:cancel,CONVERT_TO_BACK,
handlers/gift_purchase_handlers.py,152,gift_recipient_input,"[InlineKeyboardButton(""❌ Cancel"",       callback_data=""gp:cancel"")],",gp:cancel,CONVERT_TO_BACK,
handlers/gift_purchase_handlers.py,220,_show_gift_confirmation,"kb_rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""gp:cancel"")])",gp:cancel,CONVERT_TO_BACK,
handlers/admin_binance.py,346,_edit_start,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",admin_binance_view,KEEP_CANCEL,payment
handlers/admin_global_timeline.py,504,gat_search_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""gat:menu"")",gat:menu,CONVERT_TO_BACK,
handlers/recently_viewed_handlers.py,410,rv_dispatch,"InlineKeyboardButton(""❌ Cancel"",          callback_data=""rv:list:0""),",rv:list:0,CONVERT_TO_BACK,
handlers/favorites_handlers.py,98,_list_keyboard,"rows.append([InlineKeyboardButton(""❌ Clear All Favorites"", callback_data=""fav:cl",fav:clear,CONVERT_TO_BACK,
handlers/favorites_handlers.py,295,fav_dispatch,"[InlineKeyboardButton(""❌ Cancel"",          callback_data=""fav:list:new:0"")],",fav:list:new:0,CONVERT_TO_BACK,
handlers/favorites_handlers.py,349,_search_entry,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""fav:list:",fav:list:new:0,CONVERT_TO_BACK,
handlers/admin_product_faq.py,279,pfaq_del_confirm,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""acc:pfaq:view:{faq_id}""),",,CONVERT_TO_BACK,
handlers/admin_config_handlers.py,175,admin_config_search_start,"kb = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_bot_config"")]]",admin_bot_config,CONVERT_TO_BACK,
handlers/admin_config_handlers.py,491,admin_config_edit_start,"kb = [[InlineKeyboardButton(""❌ Cancel"", callback_data=f""cfg_view_{key}"")]]",,CONVERT_TO_BACK,
handlers/admin_global_search.py,216,gse_new_search,"InlineKeyboardButton(""❌ Cancel"", callback_data=""gse:cancel_search"")],",gse:cancel_search,KEEP_CANCEL,txid
handlers/admin_global_search.py,805,gse_save_prompt,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"",",gse:cancel_save,CONVERT_TO_BACK,
handlers/admin_nowpayments.py,125,admin_nowpayments_edit_api_key_start,"[[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_nowpayments_view"")]]",admin_nowpayments_view,KEEP_CANCEL,payment
handlers/admin_nowpayments.py,164,admin_nowpayments_edit_ipn_secret_start,"[[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_nowpayments_view"")]]",admin_nowpayments_view,KEEP_CANCEL,payment
handlers/gift_card_handlers.py,57,redeem_start,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""gc:cancel"")],",gc:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,305,bcm_campaign_view,"InlineKeyboardButton(""❌ Cancel"",    callback_data=f""bcm:campaign:cancel:{c.id}"")",,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,310,bcm_campaign_view,"InlineKeyboardButton(""❌ Cancel"",   callback_data=f""bcm:campaign:cancel:{c.id}""),",,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,315,bcm_campaign_view,"InlineKeyboardButton(""❌ Cancel"",   callback_data=f""bcm:campaign:cancel:{c.id}""),",,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,461,bcm_campaign_del_ask,"[InlineKeyboardButton(""❌ Cancel"",       callback_data=f""bcm:campaign:view:{campa",,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,560,bcm_campaign_new_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,578,bcm_campaign_recv_name,"type_rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cancel"")])",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,600,bcm_campaign_recv_type,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,619,bcm_campaign_recv_msg,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cancel"")],",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,642,bcm_campaign_ab_choice,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,899,bcm_template_del_ask,"[InlineKeyboardButton(""❌ Cancel"",       callback_data=f""bcm:template:view:{templ",,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,938,bcm_template_use,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,967,bcm_template_new_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,987,bcm_template_recv_name,"reply_markup=InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_da",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,1029,bcm_template_search_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,1156,bcm_rule_del_ask,"[InlineKeyboardButton(""❌ Cancel"",       callback_data=f""bcm:rule:view:{rule_id}""",,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,1195,bcm_rule_new_start,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,1211,bcm_rule_recv_name,"trigger_rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cancel""",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,1234,bcm_rule_recv_trigger,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""bcm:cance",bcm:cancel,CONVERT_TO_BACK,
handlers/admin_broadcast_campaign_manager.py,1425,bcm_cancel,"await _safe_edit(query, ""❌ Cancelled."", _back_kb(""bcm:menu""))",,CONVERT_TO_BACK,
handlers/search_handlers.py,58,search_start,"keyboard = InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data",main_menu,CONVERT_TO_BACK,
handlers/admin_exchange_rate.py,405,aerm_rate_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_exchange_rate.py,682,aerm_add_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_language.py,154,alng_lang_view,"kb.append([InlineKeyboardButton(""❌ Disable"", callback_data=f""alng:disable:{lang}",,CONVERT_TO_BACK,
handlers/admin_language.py,418,alng_cancel,"await _safe_edit(update.callback_query, ""❌ Cancelled."", _back_kb(""alng:menu""))",,CONVERT_TO_BACK,
handlers/review_handlers.py,119,review_start,"kb.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""review_cancel"")])",review_cancel,CONVERT_TO_BACK,
handlers/review_handlers.py,139,review_rating_pick,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""review_cancel"")]]",review_cancel,CONVERT_TO_BACK,
handlers/review_handlers.py,343,review_edit_start,"], [InlineKeyboardButton(""❌ Cancel"", callback_data=""review_edit_cancel"")]])",review_edit_cancel,CONVERT_TO_BACK,
handlers/review_handlers.py,366,review_edit_rating_pick,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""review_edit_cancel"")],",review_edit_cancel,CONVERT_TO_BACK,
handlers/review_handlers.py,461,review_delete_start,"[InlineKeyboardButton(""❌ Cancel"",         callback_data=""my_reviews"")],",my_reviews,CONVERT_TO_BACK,
handlers/admin_gift_cards.py,327,create_start,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""agc:cancel_create"")],",agc:cancel_create,CONVERT_TO_BACK,
handlers/admin_multicurrency_wallet.py,499,amcw_adj_start,"kb_rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""amcw:menu"")])",amcw:menu,KEEP_CANCEL,payment
handlers/admin_reviews.py,297,review_view,"kb.append([InlineKeyboardButton(""❌ Reject (Hide)"", callback_data=f""arv:reject:{r",,CONVERT_TO_BACK,
handlers/admin_audit_enhanced.py,220,_start_search,"InlineKeyboardMarkup([[InlineKeyboardButton(""❌ Cancel"", callback_data=""acc:audit",acc:audit:page:0,CONVERT_TO_BACK,
handlers/admin_product_scheduler.py,269,aps_cancel_conv,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_maintenance.py,145,maintenance_set_msg_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""maint:menu"")",maint:menu,CONVERT_TO_BACK,
handlers/admin_maintenance.py,192,maintenance_set_return_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""maint:menu"")",maint:menu,CONVERT_TO_BACK,
handlers/admin_maintenance.py,271,maintenance_whitelist_add_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""maint:wl"")",maint:wl,CONVERT_TO_BACK,
handlers/admin_api_manager.py,498,aim_del_ask,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""aim:view:{iid}"")],",,CONVERT_TO_BACK,
handlers/admin_api_manager.py,543,aim_rotate_ask,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""aim:view:{iid}"")],",,CONVERT_TO_BACK,
handlers/admin_api_manager.py,729,aim_add_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_api_manager.py,804,aim_edit_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_api_manager.py,918,aim_sk_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/admin_webhook_monitor.py,536,awm_clear,"InlineKeyboardButton(""❌ Cancel"",     callback_data=""awm:menu"")],",awm:menu,CONVERT_TO_BACK,
handlers/admin_backups.py,153,_pg_confirm,"InlineKeyboardButton(""❌ Cancel"", callback_data=""acc:sec:backups"")],",acc:sec:backups,CONVERT_TO_BACK,
handlers/admin_backups.py,278,_sbak_confirm,"InlineKeyboardButton(""❌ Cancel"", callback_data=""acc:bak:sbak"")],",acc:bak:sbak,CONVERT_TO_BACK,
handlers/admin_backups.py,439,_sbak_restore_confirm,"[InlineKeyboardButton(""❌ Cancel"", callback_data=f""acc:bak:sdetail:{backup_id}"")]",,CONVERT_TO_BACK,
handlers/admin_backups.py,487,_sbak_delete_confirm,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""acc:bak:sdetail:{backup_id}"")],",,CONVERT_TO_BACK,
handlers/admin_backups.py,516,_import_prompt,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""acc:bak:sbak"")],",acc:bak:sbak,CONVERT_TO_BACK,
handlers/admin_backups.py,783,route,"InlineKeyboardButton(""❌ Cancel"", callback_data=f""acc:bak:sdetail:{bid}"")],",,CONVERT_TO_BACK,
handlers/admin_notification_center.py,384,anc_del_all_confirm,"rows.append([InlineKeyboardButton(""❌ Cancel"", callback_data=""anc:menu"")])",anc:menu,KEEP_CANCEL,payment;withdraw
handlers/admin_product_clone.py,971,pct_tpl_del_ask,"InlineKeyboardButton(""❌ Cancel"",      callback_data=f""pct:tpl:view:{tid}"")],",,CONVERT_TO_BACK,
handlers/admin_product_clone.py,1309,pct_cancel,"await _safe_edit(update.callback_query, ""❌ Cancelled."", _back(""pct:menu""))",,CONVERT_TO_BACK,
handlers/feature_handlers.py,758,quick_buy_execute,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""main_menu"")],",main_menu,KEEP_CANCEL,payment
handlers/admin_module_manager.py,441,pmm_search_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""pmm:menu"")",pmm:menu,CONVERT_TO_BACK,
handlers/admin_pending_deposits.py,578,deposit_approve_ask,"InlineKeyboardButton(""❌ No, Cancel"",   callback_data=f""pd:det:{tx_id}""),",,KEEP_CANCEL,deposit
handlers/admin_pending_deposits.py,813,deposit_reject_ask,"InlineKeyboardButton(""❌ No, Cancel"",  callback_data=f""pd:det:{tx_id}""),",,KEEP_CANCEL,deposit
handlers/admin_order_search.py,101,aos_menu,"InlineKeyboardButton(""❌ Cancel"", callback_data=""aos:cancel""),",aos:cancel,KEEP_CANCEL,transaction id;deposit
handlers/admin_order_search.py,602,_build_detail_keyboard,"InlineKeyboardButton(""❌ Cancel Order"", callback_data=f""cancel_order_{oid}""),",,CONVERT_TO_BACK,
handlers/admin_order_search.py,800,aos_handle_query,"InlineKeyboardButton(""❌ Cancel"", callback_data=""aos:cancel""),",aos:cancel,CONVERT_TO_BACK,
handlers/admin_cryptomus.py,126,admin_cryptomus_edit_merchant_uuid_start,"[[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_cryptomus_view"")]]",admin_cryptomus_view,KEEP_CANCEL,payment;crypto
handlers/admin_cryptomus.py,164,admin_cryptomus_edit_api_key_start,"[[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_cryptomus_view"")]]",admin_cryptomus_view,KEEP_CANCEL,payment;crypto
handlers/admin_customer_segmentation.py,427,cseg_conv_cancel,"await update.message.reply_text(""❌ Cancelled."")",,CONVERT_TO_BACK,
handlers/coupon_handlers.py,119,apply_coupon_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_purchase"")",cancel_purchase,CONVERT_TO_BACK,
handlers/coupon_handlers.py,144,apply_coupon_input,"InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_purchase"")",cancel_purchase,CONVERT_TO_BACK,
handlers/coupon_handlers.py,282,admin_coupon_add_start,"InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_coupons"")",admin_coupons,CONVERT_TO_BACK,
handlers/admin_payment_methods.py,201,admin_pm_delete_all_confirm,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_payment_methods"")],",admin_payment_methods,KEEP_CANCEL,payment
handlers/admin_payment_methods.py,240,admin_pm_add_start,"keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_payment_metho",admin_payment_methods,KEEP_CANCEL,payment
handlers/admin_payment_methods.py,530,admin_gw_disable_all_confirm,"[InlineKeyboardButton(""❌ Cancel"", callback_data=""admin_gateways"")],",admin_gateways,KEEP_CANCEL,payment;gateway
handlers/menu_layout.py,183,mm_layout_reset,"InlineKeyboardButton(""❌ Cancel"", callback_data=""mm:menu""),",mm:menu,CONVERT_TO_BACK,
handlers/admin_manual_payments.py,127,_payment_kb,"InlineKeyboardButton(""❌ Reject"",         callback_data=f""mp:rej_ask:{tx.id}""),",,KEEP_CANCEL,payment;pending
handlers/admin_manual_payments.py,133,_payment_kb,"kb.append([InlineKeyboardButton(""❌ Already Rejected"",  callback_data=""noop"")])",noop,KEEP_CANCEL,payment;pending
handlers/admin_manual_payments.py,334,payment_confirm_ask,"InlineKeyboardButton(""❌ No, Cancel"",   callback_data=f""mp:det:{tx_id}""),",,KEEP_CANCEL,payment
handlers/admin_manual_payments.py,556,payment_reject_ask,"InlineKeyboardButton(""❌ No, Cancel"",  callback_data=f""mp:det:{tx_id}""),",,KEEP_CANCEL,payment
handlers/admin_manual_payments.py,759,edit_debitable_receive,"InlineKeyboardButton(""❌ No, Cancel"", callback_data=f""mp:det:{tx_id}""),",,CONVERT_TO_BACK,
utils/admin_ui.py,97,toggle,"LABEL_CANCEL  = ""❌ Cancel""",,CONVERT_TO_BACK,
utils/menu_builder.py,575,get_menu_keyboard,"{""key"": ""cancel_order"",        ""label"": ""❌ Cancel Order"",           ""callback"": ",,CONVERT_TO_BACK,
utils/keyboards.py,511,create_quantity_keyboard,"InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel_purchase""),",cancel_purchase,CONVERT_TO_BACK,
utils/keyboards.py,519,create_cancel_keyboard,"keyboard = [[InlineKeyboardButton(""❌ Cancel"", callback_data=""cancel"")]]",cancel,CONVERT_TO_BACK,
